,lon,lat,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,CITY,PHONE,SEAT_CAP,RISK,main_type,capacity,price,RECORD_ID,FACILITY_NAME,CHAIN_NAME,CHAIN_ESTABLISHMENT,SITE_ADDRESS
1917,-122.277404,47.635899,4069,354071,0,350,Independent Pizzeria,Independent Pizzeria,4235 E Madison ST,98112,Seattle,(206) 860-1569,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1918,-122.3428545,47.60947204,4070,354072,0,350,Indi Chocolate,Indi Chocolate,1901 WESTERN AVE STE D,98101,Seattle,(425) 243-2089,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
1919,-122.3176854,47.67558913,4072,354074,0,350,India Bistro,India Bistro,6417 ROOSEVELT WAY NE #106,98115,Seattle,(206) 349-2022,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1920,-122.3447214,47.68599049,4073,354075,0,350,India Cash And Carry,India Cash And Carry,7819 AURORA AVE N,98103,Seattle,(206) 706-0326,Meat/Sea Food,III,grocery,38.68339436083043,18.75, , , , ," 
"
1921,-122.3864392,47.66849925,4079,354081,0,350,Indian Bistro,Indian Bistro,2301 NW MARKET ST,98107,Seattle,(206) 783-5080,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1922,-122.3445811,47.73016768,4082,354084,0,350,Indo Cafe,Indo Cafe,13754 AURORA AVE N #D,98133,Seattle,(206) 228-1181,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1924,-122.3769187,47.52265473,4084,354086,0,350,Indu!Ge Desserts; Llc,Indu!Ge Desserts; Llc,9003 35th AVE SW,98126,Seattle,(206) 683-1552,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
1925,-122.3379038,47.72623364,4092,354094,0,350,Ingraham Athletics Booster Club,Ingraham Athletics Booster Club,1819 N 135TH ST,98133,Seattle,(206) 255-7340,Non-Profit Institution,I,grocery,38.68339436083043,18.75, , , , ," 
"
1927,-122.3704009,47.62742001,4096,354098,0,350,Interbay Cafe Llc,Interbay Cafe Llc,945 ELLIOTT AVE W #201,98119,Seattle,(425) 772-8247,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1928,-122.3772045,47.64124055,4097,354099,0,350,Interbay Golf Center,Interbay Golf Center,2501 15TH AVE W,98119,Seattle,(206) 285-2200,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1931,-122.3324616,47.5990834,4106,354108,0,350,Intrigue Chocolate Co,Intrigue Chocolate Co,157 S JACKSON ST,98104,Seattle,(206) 637-6449,Seating 0-12,I,restaurant,6.0,34.25, , , , ," 
"
1932,-122.3127409,47.66184002,4107,354109,0,350,Iowh Llc Sugar + Spoon,Iowh Llc Sugar + Spoon,4518 UNIVERSITY WAY NE,98105,Seattle,(206) 948-7684,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
1933,-122.386236,47.5814626,4108,354110,0,350,Irashai Restaurant,Irashai Restaurant,2352 CALIFORNIA AVE SW,98116,Seattle,(253) 778-9455,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1934,-122.3252697,47.59765584,4114,354116,0,350,Iron Steak,Iron Steak,628 S WELLER ST,98104,Seattle,(206) 682-2828,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1935,-122.3328347,47.65542716,4115,354117,0,350,Irwin'S,Irwin'S,2123 N 40TH ST,98103,Seattle,(206) 545-9159,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1936,-122.3365532,47.66047455,4121,354123,0,350,Island Blends Acai (Kc601),Island Blends Acai (Kc601),4401 WALLINGFORD AVE N,98103,Seattle,(206) 753-8357,Mobile Food Unit,III,quick service,15.611973826245231,20.0, , , , ," 
"
1937,-122.2854278,47.55811166,4126,354128,0,350,Island Soul Restaurant,Island Soul Restaurant,4869 RAINIER AVE S,98118,Seattle,(206) 723-1539,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1938,-122.3145092,47.66434893,4145,354147,0,350,Itadakimasu,Itadakimasu,4743 BROOKLYN AVE NE,98105,Seattle,,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1939,-122.3254564,47.60936799,4146,354148,0,350,Italian Family Pizza,Italian Family Pizza,1028 MADISON ST,98104,Seattle,(206) 816-4266,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1940,-122.3610624,47.69035503,4149,354151,0,350,Italio Pizza & Pasta,Italio Pizza & Pasta,305 NW 85TH ST,98117,Seattle,(206) 353-0403,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1941,-122.3164214,47.67513168,4151,354153,0,350,Ito; Inc,Ito; Inc,1026 NE 64TH ST,98115,Seattle,,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1942,-122.3258515,47.59934919,4153,354155,0,350,Itsumono,Itsumono,610 S JACKSON ST,98104,Seattle,(206) 286-1828,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1943,-122.3865557,47.56480351,4154,354156,0,350,Itto'S Tapas Restaurant,Itto'S Tapas Restaurant,4160 CALIFORNIA AVE SW,98116,Seattle,(206) 226-3184,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1944,-122.3391949,47.60406389,4155,354157,0,350,Ivar'S Acres Of Clams,Ivar'S Acres Of Clams,1001 ALASKAN WAY,98104,Seattle,(206) 587-6500,Seating > 250,III,restaurant,250.0,34.25, , , , ," 
"
1945,-122.3391949,47.60406389,4156,354158,0,350,Ivar'S Fish Bar,Ivar'S Fish Bar,1001 ALASKAN WAY,98104,Seattle,,Seating 13-50,III,restaurant,27.0,34.25,PR0003006,IVAR'S FISH BAR,IVARS,Y,"1001 ALASKAN WAY
"
1946,-122.3240472,47.65362158,4159,354161,0,350,Ivar'S Salmon House Fish Bar,Ivar'S Salmon House Fish Bar,401 NE NORTHLAKE WAY,98105,Seattle,(206) 587-6500,Seating > 250,III,restaurant,250.0,34.25, , , , ," 
"
1947,-122.3442442,47.72646443,4161,354163,0,350,Ivar'S Seafood Bar #26,Ivar'S Seafood Bar #26,13448 AURORA AVE N,98133,Seattle,(206) 587-6500,Seating 13-50,III,restaurant,27.0,34.25,PR0001483,IVAR'S SEAFOOD BAR #26,IVARS,Y,"13448 AURORA AV N
"
1948,-122.3315931,47.59543814,4165,354167,0,350,Ivars 1F17 (133),Levy Restaurants @ Lumen Field,800 OCCIDENTAL AVE S,98134,Seattle,(206) 808-8302,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1949,-122.3264424,47.61592385,4172,354174,0,350,J'S Quick Stop,J'S Quick Stop,1618 BELLEVUE AVE #3,98122,Seattle,(206) 313-1949,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1950,-122.3223139,47.56825072,4183,354185,0,350,Jack'S Bbq,Jack'S Bbq,3924 AIRPORT WAY S,98108,Seattle,(206) 349-4554,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1951,-122.3252301,47.40534923,4185,354187,0,350,Jack'S Country Restaurant,Jack'S Country Restaurant,21919 MARINE VIEW DR S,98198,Seattle,(253) 946-4776,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1952,-122.3411873,47.60918529,4186,354188,0,350,Jack'S Fish Spot,Jack'S Fish Spot,1514 PIKE PL SITE 2,98101,Seattle,(206) 467-0514,Meat/Sea Food,III,grocery,38.68339436083043,18.75, , , , ," 
"
1953,-122.3278099,47.54552363,4187,354189,0,350,Jack + Adeline Hearth Llc,Jack + Adeline Hearth Llc,515 S MICHIGAN ST,98108,Seattle,(206) 264-7900,Caterer,III,others,10.781842783248672,15.0, , , , ," 
"
1954,-122.370126,47.6631552,4189,354191,0,350,Jack In The Box  #8324,Jack In The Box  #8324,999 NW LEARY WAY,98107,Seattle,(818) 518-0676,Seating 13-50,III,restaurant,27.0,34.25,PR0066902,JACK IN THE BOX  #8324,JACK IN THE BOX,Y,"999 NW LEARY WAY
"
1955,-122.3456154,47.72003653,4192,354194,0,350,Jack In The Box #8350,Jack In The Box #8350,12515 AURORA AVE N,98133,Seattle,(425) 285-9106,Seating 13-50,III,restaurant,27.0,34.25,PR0068934,JACK IN THE BOX #8350,JACK IN THE BOX,Y,"12505 AURORA AV N
"
1956,-122.3334991,47.47595514,4196,354198,0,350,Jack In The Box #8405,Jack In The Box #8405,14206 1ST AVE S,98168,Seattle,(858) 571-2561,Seating 13-50,III,restaurant,27.0,34.25,PR0008750,JACK IN THE BOX #8405,JACK IN THE BOX,Y,"14206 1ST AV S
"
1957,-122.269611,47.5216424,4197,354199,0,350,Jack In The Box #8406,Jack In The Box #8406,9102 RAINIER AVE S,98118,Seattle,(619) 600-5601,Seating 0-12,III,restaurant,6.0,34.25,PR0069875,JACK IN THE BOX #8406,JACK IN THE BOX,Y,"9102 RAINIER AV S
"
1958,-122.3495708,47.48819726,4198,354200,0,350,Jack In The Box #8407,Jack In The Box #8407,1127 SW 128TH ST,98146,Seattle,(858) 571-2561,Seating 13-50,III,restaurant,27.0,34.25,PR0008751,JACK IN THE BOX #8407,JACK IN THE BOX,Y,"1127 SW 128TH ST
"
1959,-122.3133551,47.66475934,4201,354203,0,350,Jack In The Box #8412,Jack In The Box #8412,4749 UNIVERSITY WAY NE,98105,Seattle,(425) 285-9106,Seating 13-50,III,restaurant,27.0,34.25,PR0001492,JACK IN THE BOX #8412,JACK IN THE BOX,Y,"4749 UNIVERSITY WAY NE
"
1960,-122.3441221,47.69084611,4204,354206,0,350,Jack In The Box #8425,Jack In The Box #8425,8502 AURORA AVE N,98103,Seattle,(619) 600-5604,Seating 13-50,III,restaurant,27.0,34.25,PR0001493,JACK IN THE BOX #8425,JACK IN THE BOX,Y,"8502 AURORA AV N
"
1961,-122.2961822,47.43495909,4207,354209,0,350,Jack In The Box #8428,Jack In The Box #8428,2840 S 188TH ST,98188,Seattle,(858) 571-2561,Seating 51-150,III,restaurant,101.0,34.25,PR0008753,JACK IN THE BOX #8428,JACK IN THE BOX,Y,"2840 S 188TH ST
"
1962,-122.2431999,47.45654137,4209,354211,0,350,Jack In The Box #8443,Jack In The Box #8443,16400 W VALLEY HWY,98188,Seattle,(858) 571-2561,Seating 13-50,III,restaurant,27.0,34.25,PR0016976,JACK IN THE BOX #8443,JACK IN THE BOX,Y,"16400 W VALLEY HWY
"
1963,-122.3294734,47.58570125,4211,354213,0,350,Jack In The Box #8467,Jack In The Box #8467,1907 4TH AVE S,98134,Seattle,(206) 628-9028,Seating 51-150,III,restaurant,101.0,34.25,PR0029349,JACK IN THE BOX #8467,JACK IN THE BOX,Y,"1907 4TH AV S
"
1964,-122.3856345,47.58099941,4214,354216,0,350,Jack In The Box #8476,Jack In The Box #8476,4203 SW ADMIRAL WAY,98116,Seattle,(425) 285-9106,Seating 13-50,III,restaurant,27.0,34.25,PR0002930,JACK IN THE BOX #8476,JACK IN THE BOX,Y,"4203 SW ADMIRAL WAY
"
1965,-122.2722374,47.48536702,4216,354218,0,350,Jack In The Box #8481,Jack In The Box #8481,13050 INTERURBAN AVE S,98168,Seattle,(206) 242-3525,Seating 13-50,III,restaurant,27.0,34.25,PR0031430,JACK IN THE BOX #8481,JACK IN THE BOX,Y,"13050 INTERURBAN AV S
"
1966,-122.3346471,47.55000143,4218,354220,0,350,Jack In The Box #8490,Jack In The Box #8490,5903 1ST AVE S,98108,Seattle,(425) 285-9106,Seating 51-150,III,restaurant,101.0,34.25,PR0043368,JACK IN THE BOX #8490,JACK IN THE BOX,Y,"5903 1ST AV S
"
1967,-122.2849031,47.55807631,4221,354223,0,350,Jackalope Tex-Mex,Jackalope Tex-Mex,4868 RAINIER AVE S,98118,Seattle,(206) 420-4796,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1968,-122.3166438,47.72859616,4223,354225,0,350,Jackson Park  Golf Course,Jackson Park  Golf Course,1000 NE 135TH ST,98125,Seattle,(206) 216-4140,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1969,-122.271494,47.48503832,4236,354238,0,350,Jacksons #631,Jacksons #631,13138 INTERURBAN AVE S,98168,Seattle,,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1970,-122.3563624,47.61884725,4243,354245,0,350,Jacksons #654,Jacksons #654,10 DENNY WAY,98109,Seattle,(425) 827-0761,Seating 0-12,III,restaurant,6.0,34.25,PR0010301,JACKSONS #654,JACKSONS,Y,"10 DENNY WAY
"
1971,-122.3235281,47.59847663,4245,354247,0,350,Jade Garden,Jade Garden Llc,424 7TH AVE S,98104,Seattle,,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1972,-122.3442479,47.69366444,4246,354248,0,350,Jade Restaurant & Lounge,Jade Restaurant & Lounge,8904 AURORA AVE N,98103,Seattle,,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1973,-122.2958913,47.62341921,4247,354249,0,350,Jae'S Asian Bistro,Jae'S Asian Bistro,2801 E MADISON ST,98112,Seattle,(206) 790-3611,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1974,-122.3211229,47.62032195,4248,354250,0,350,Jai Thai,Jai Thai,235 BROADWAY AVE E,98102,Seattle,(206) 328-0515,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1975,-122.3129574,47.65855512,4249,354251,0,350,Jai Thai University Llc,Jai Thai University Llc,4214-A UNIVERSITY WAY NE,98105,Seattle,(206) 243-7600,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1976,-122.2879967,47.66101252,4250,354252,0,350,Jak'S Grill,Jak'S Grill,3701 NE 45TH ST,98105,Seattle,(425) 837-9337,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1977,-122.3156597,47.66325507,4251,354253,0,350,Jake'S Coffee,Jake'S Coffee,1116 NE 47TH ST,98105,Seattle,(515) 494-0889,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
1978,-122.294792,47.71850736,4253,354255,0,350,Jalisco Restaurant,Jalisco Restaurant,12336 31ST AVE NE,98125,Seattle,(206) 364-3978,Seating 151-250,III,restaurant,201.0,34.25, , , , ," 
"
1979,-122.297727,47.66571,4256,354258,0,350,Jamba Juice #521,Jamba Juice #521,2690 NE 49TH ST,98105,Seattle,(314) 260-4249,Seating 0-12,III,restaurant,6.0,34.25,PR0069237,JAMBA JUICE #521,JAMBA JUICE,Y,"2690 NE 49TH ST
"
1980,-122.3129385,47.62346514,4264,354266,0,350,Jamjuree,Jamjuree,509 15TH AVE E,98112,Seattle,(206) 323-4255,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1981,-122.3293574,47.72602948,4265,354267,0,350,Jane & George C Company,Jane & George C Company,13401 Roosevelt WAY N,98133,Seattle,(206) 218-9593,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1983,-122.3389942,47.60808867,4270,354272,0,350,Japonessa,Japonessa,1400 1ST AVE,98101,Seattle,(206) 971-7979,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
1984,-122.3271744,47.59682183,4272,354274,0,350,Jardin Tea,Jardin Tea,600 5th AVE S # 101,98104,Seattle,(206) 300-8231,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1985,-122.3407319,47.60824822,4273,354275,0,350,Jarrbar,Jarrbar,1432 WESTERN AVE,98101,Seattle,(206) 919-3273,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
1986,-122.3408048,47.60914619,4276,354278,0,350,Jasmine Thai Restaurant; Llc,Jasmine Thai Restaurant; Llc,1530 POST ALY #6,98101,Seattle,(425) 698-0165,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1987,-122.374914,47.66391459,4278,354280,0,350,Java Jahn Espresso,Java Jahn Espresso,1428 NW LEARY WAY,98107,Seattle,(206) 783-4566,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
1988,-122.3765194,47.65088755,4280,354282,0,350,Java Jazz,Java Jazz,3457 15TH AVE W,98119,Seattle,(206) 498-2177,Seating 0-12,I,restaurant,6.0,34.25, , , , ," 
"
1989,-122.3123225,47.71414141,4293,354295,0,350,Jebena Cafe,Jebena Cafe,1510 NE 117TH ST STE B,98125,Seattle,(206) 841-2756,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1990,-122.3091002,47.56771626,4294,354296,0,350,Jefferson Community Center,Jefferson Community Center,3801 BEACON AVE S,98108,Seattle,(206) 684-7481,Non-Profit Institution,III,grocery,38.68339436083043,18.75, , , , ," 
"
1991,-122.3076131,47.56697794,4295,354297,0,350,Jefferson Park Golf Course -Snack/Concession Stand,Jefferson Park Golf Course,4101 BEACON AVE S,98108,Seattle,(206) 216-4140,Seating 0-12,I,restaurant,6.0,34.25, , , , ," 
"
1992,-122.3201774,47.54881197,4296,354298,0,350,Jellyfish Brewing Company,Jellyfish Brewing Company,917 S NEBRASKA ST,98108,Seattle,(206) 397-4999,Seating 51-150,I,restaurant,101.0,34.25, , , , ," 
"
1993,-122.3627218,47.55167134,4297,354299,0,350,Jemil'S Big Easy,Jemil'S Big Easy,5604 DELRIDGE WAY SW,98106,Seattle,(206) 518-8197,Caterer,III,others,10.781842783248672,15.0, , , , ," 
"
1994,-122.325271,47.70889412,4300,354302,0,350,Jenny Craig Weight Loss Center #401,Jenny Craig Weight Loss Center #401,310 NE NORTHGATE WAY,98125,Seattle,(254) 399-9285,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
1995,-122.3489936,47.61506238,4303,354305,0,350,Jerk Shack,Jerk Shack,2510 1ST AVE,98121,Seattle,,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
1996,-122.3777684,47.56171267,4314,354316,0,350,Jet City Beignet,Jet City Beignet,4611 36TH AVE SW,98126,Seattle,(206) 900-6803,Caterer,III,others,10.781842783248672,15.0, , , , ," 
"
1997,-122.3004191,47.68327125,4315,354317,0,350,Jet City Pizza,Jet City Pizza,7500 25TH AVE NE,98115,Seattle,,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
1998,-122.1712883,47.53528788,4317,354319,0,350,Jet Setting Culinary Concepts Llc,Jet Setting Culinary Concepts Llc,911 N 145th ST,98133,Seattle,(952) 715-7632,Caterer,III,others,10.781842783248672,15.0, , , , ," 
"
1999,-122.3242347,47.70235051,4319,354321,0,350,Jewel Box Cafe,Jewel Box Cafe,321 NE THORNTON PL,98125,Seattle,(661) 678-3668,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2000,-122.3134793,47.66410795,4320,354322,0,350,Jewel Of India Indian Cuisine,Jewel Of India Indian Cuisine,4735 UNIVERSITY WAY NE,98105,Seattle,(206) 523-5275,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2001,-122.3366552,47.66152464,4322,354324,0,350,Jhanjay Vegetarian Thai,Jhanjay Vegetarian Thai,1718 N 45TH ST,98103,Seattle,(206) 632-5307,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2002,-122.4056141,47.68007969,4323,354325,0,350,Jibe Cafe,Jibe Cafe,7001 SEAVIEW AVE NW #170,98117,Seattle,(206) 931-8217,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2003,-122.3202825,47.61166161,4326,354328,0,350,Jimmy'S On Broadway @ Silver Cloud Hotel,Silver Cloud Hotel,1100 BROADWAY,98122,Seattle,(425) 637-9800,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
2004,-122.3336877,47.59270858,4327,354329,0,350,Jimmy'S On First,Jimmy'S On First,1046 1ST AVE S,98134,Seattle,(425) 637-9800,Seating 151-250,III,restaurant,201.0,34.25, , , , ," 
"
2005,-122.3346647,47.61054496,4335,354337,0,350,Jimmy John'S Gourmet Sandwiches,Jimmy John'S Gourmet Sandwiches,1420 5TH AVE,98101,Seattle,(847) 884-5786,Seating 13-50,II,restaurant,27.0,34.25,PR0080659,JIMMY JOHN'S GOURMET SANDWICHES,JIMMY JOHNS,Y,"390 WESTLAKE AVE N #W.-C
"
2006,-122.3609212,47.46618684,4349,354351,0,350,Jjhr Seahurst Handy Mart,Jjhr Seahurst Handy Mart,15219 21ST AVE SW,98166,Seattle,(206) 430-8222,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
2007,-122.339074,47.61647827,4354,354356,0,350,Joe & The Juice @ Amazon,Joe & The Juice @ Amazon,2118 7TH AVE,98121,Seattle,(917) 484-0156,Seating 51-150,II,restaurant,101.0,34.25, , , , ," 
"
2008,-122.3216113,47.62522021,4355,354357,0,350,Joe Bar Expresso,Joe Bar Expresso,810 E ROY ST,98102,Seattle,(206) 324-0407,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2009,-122.3417165,47.60965843,4356,354358,0,350,Joe Chocolates Co,Joe Chocolates Co,1606 PIKE PL,98101,Seattle,(206) 818-5841,Seating 13-50,II,restaurant,27.0,34.25, , , , ," 
"
2010,-122.3274988,47.59848027,4358,354360,0,350,Joes Bar & Grill,Joes Bar & Grill,500 S KING ST,98104,Seattle,,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2011,-122.2996705,47.6616324,4361,354363,0,350,Joey Kitchen,Joey Kitchen,2603 NE 46TH ST,98105,Seattle,(425) 637-1177,Seating 151-250,III,restaurant,201.0,34.25, , , , ," 
"
2014,-122.3208,47.65141,4368,354370,0,350,Johnny Mo'S,Johnny Mo'S,3272 FUHRMAN AVE E 100,98102,Seattle,(206) 898-2015,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
2015,-122.335313,47.61289225,4370,354372,0,350,Johnny Rockets Restaurant,Johnny Rockets Restaurant,600 PINE ST STE 405,98101,Seattle,(310) 612-0999,Seating 51-150,III,restaurant,101.0,34.25,PR0068869,JOHNNY ROCKETS RESTAURANT,JOHNNY ROCKETS,Y,"600 PINE ST SUIT 405
"
2016,-122.364328,47.67611381,4372,354374,0,350,Joli / The 618 Group,Joli / The 618 Group,618 NW 65TH ST,98117,Seattle,(206) 372-4520,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2017,-122.3714551,47.66267382,4374,354376,0,350,Jolly Roger Taproom @ Maritime Pacific Brewing,Jolly Roger Taproom,1111 NW BALLARD WAY,98107,Seattle,(206) 782-6181,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
2018,-122.3777066,47.56429708,4376,354378,0,350,Jones Barbeque,Jones Barbeque,4417 FAUNTLEROY WAY SW,98126,Seattle,(206) 739-6169,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
2019,-122.2954829,47.71839747,4378,354380,0,350,Jose'S Taqueria,Jose'S Taqueria,12334 LAKE CITY WAY NE,98125,Seattle,(206) 751-0181,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2020,-122.342241,47.64959552,4380,354382,0,350,Joule,Joule,3506 STONE WAY N,98103,Seattle,(734) 320-1846,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
2021,-122.3350749,47.60537552,4381,354383,0,350,Joy Bento,Joy Bento,214 MADISON ST,98104,Seattle,(267) 303-0921,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
2022,-122.3134119,47.66443705,4382,354384,0,350,Joy Mini Mart,Joy Mini Mart,4747 UNIVERSITY WAY NE,98105,Seattle,(206) 527-1233,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
2023,-122.2850974,47.54755653,4383,354385,0,350,Joy Palace,Joy Palace,6030 M L KING JR WAY S,98118,Seattle,(206) 723-4066,Seating > 250,III,restaurant,250.0,34.25, , , , ," 
"
2024,-122.3627218,47.55167133,4385,354387,0,350,Joy Royal Food Service Llc,Joy Royal Food Service Llc,10008 AURORA AVE N,98133,Seattle,(206) 518-8178,Caterer,III,others,10.781842783248672,15.0, , , , ," 
"
2025,-122.3203397,47.59950199,4386,354388,0,350,Joyale Seafood Restaurant,Joyale Seafood Restaurant,900 S JACKSON ST,98104,Seattle,(206) 953-3682,Seating > 250,III,restaurant,250.0,34.25, , , , ," 
"
2026,-122.2965565,47.61278938,4388,354390,0,350,Joyce'S Market And Cafe Llc,Joyce'S Market And Cafe Llc,1126 MARTIN LUTHER KING WAY S,98122,Seattle,(206) 793-7008,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
2027,-122.317234,47.60150328,4399,354401,0,350,Jucivana Coffee & Smoothies,Jucivana Coffee & Smoothies,110 BOREN AVE S,98144,Seattle,(425) 205-7719,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
2028,-122.2613632,47.52000235,4400,354402,0,350,Jude'S Old Town,Jude'S Old Town,9252 57TH AVE S,98118,Seattle,(206) 858-3924,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2029,-122.3167904,47.52661077,4401,354403,0,350,Jugos Y Tortas South Park,Jugos Y Tortas South Park,1256 S CLOVERDALE ST C,98108,Seattle,(206) 763-2705,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
2030,-122.341384,47.60934062,4402,354404,0,350,Juice Emporium; The,Juice Emporium; The,1528 PIKE PL,98101,Seattle,(206) 295-7575,Seating 0-12,II,restaurant,6.0,34.25, , , , ," 
"
2031,-122.2992005,47.66386823,4403,354405,0,350,Juice Press,Juice Press,2620 NE UNIVERSITY VILLAGE ST,98105,Seattle,(646) 285-4078,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2032,-122.3306146,47.60452694,4404,354406,0,350,Juicy Cafe,Juicy Cafe,701 5TH AVE,98104,Seattle,(206) 650-5451,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
2033,-122.3317281,47.61195649,4405,354407,0,350,Juicy Cafe @ Washington Convention Crt; 2Nd Floor,Juicy Cafe @ Washington Convention Crt,725 PIKE ST,98101,Seattle,(206) 769-6890,Seating 0-12,III,restaurant,6.0,34.25, , , , ," 
"
2034,-122.3348513,47.61418074,4406,354408,0,350,Juicy Cafe; The,Juicy Cafe; The,720 OLIVE WAY STE 101,98101,Seattle,(206) 682-6960,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2035,-122.3175564,47.54961071,4408,354410,0,350,Jules Maes Saloon,Jules Maes Saloon,5919 AIRPORT WAY S,98108,Seattle,(206) 225-8375,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
2036,-122.3206488,47.621105,4409,354411,0,350,Julia'S On Broadway,Julia'S On Broadway,300 BROADWAY AVE E,98102,Seattle,(206) 334-0514,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
2037,-122.3351842,47.60157994,4410,354412,0,350,Julie'S Garden,Julie'S Garden,81 YESLER WAY,98104,Seattle,,Seating 13-50,III,restaurant,27.0,34.25, , , , ," 
"
2038,-122.3773257,47.67619342,4416,354418,0,350,Jumpin Jimmy'S Espresso,Top Banana; Inc,6501 15TH AVE NW,98117,Seattle,(206) 261-6859,Seating 0-12,I,restaurant,6.0,34.25, , , , ," 
"
2039,-122.350588,47.649496,4417,354419,0,350,Junction Cafe @ Google,Origins Cafe @ Google,601 N 34TH ST,98103,Seattle,(206) 551-6028,Seating 13-50,I,restaurant,27.0,34.25, , , , ," 
"
2040,-122.3041032,47.67590675,4418,354420,0,350,June Baby,June Baby,2122 NE 65TH ST,98115,Seattle,(206) 310-0750,Seating 51-150,III,restaurant,101.0,34.25, , , , ," 
"
2041,-122.3872657,47.55018487,4419,354421,0,350,Juneau St Market,Juneau St Market,5901 CALIFORNIA AVE SW,98136,Seattle,(206) 932-2555,Grocery Store-no seating,I,grocery,38.68339436083043,18.75, , , , ," 
"
